pr_id,repository_name,title_length,description_length,files_changed,lines_added,lines_deleted,time_to_merge,num_commits,is_bug_fix,num_comments,num_reviewers,merge_status,author_experience,author_tenure,author_contributions,review_time,num_approvals,review_sentiment_score,security_issues,code_quality_issues,code_quality_rate
25996,opencv,25,843,2,27,3,7.1563888888888885,1,True,2,3,True,1607,143.86666666666667,,7.376666666666666,1,0,"Run started:2024-08-24 00:36:38.730017

Test results:
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp47y7qkdf.py:19:12
18	            cv.fillPoly(img, cnts, color)
19	            assert False
20	        except:

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmp47y7qkdf.py:21:12
20	        except:
21	            assert True
22	Python

--------------------------------------------------

Code scanned:
	Total lines of code: 16
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 2
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 2
Files skipped (0):

Checking C:\Users\user\AppData\Local\Temp\tmpyhna3b8n.cpp ...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25992,opencv,40,717,1,9,9,,1,False,3,0,False,0,24.933333333333334,,0,0,0.6791666666666667,"Checking C:\Users\user\AppData\Local\Temp\tmp7k02i4vk.cpp ...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25991,opencv,83,3516,1,46,10,3.4586111111111113,3,False,1,1,True,24,91.06666666666666,,2.383611111111111,1,0,"Checking C:\Users\user\AppData\Local\Temp\tmpkhrcenms.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpkhrcenms.cpp: DEBUG_CHESSBOARD...
Checking C:\Users\user\AppData\Local\Temp\tmpkhrcenms.cpp: DEBUG_CHESSBOARD;ENABLE_TRIM_COL_ROW...
Checking C:\Users\user\AppData\Local\Temp\tmpkhrcenms.cpp: ENABLE_TRIM_COL_ROW...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25987,opencv,42,859,2,2,2,34.65361111111111,1,False,0,1,True,0,131.83333333333334,,34.64888888888889,1,0,"Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp: CV_SIMD128...
Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp: HAVE_CANN...
Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp: HAVE_CUDA...
Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp: HAVE_DNN_NGRAPH...
Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp: HAVE_HALIDE...
Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp: HAVE_INF_ENGINE...
Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp: HAVE_OPENCL...
Checking C:\Users\user\AppData\Local\Temp\tmp3qvbeib7.cpp: HAVE_WEBNN...

Checking C:\Users\user\AppData\Local\Temp\tmp85xul34c.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp85xul34c.cpp: HAVE_CANN...
Checking C:\Users\user\AppData\Local\Temp\tmp85xul34c.cpp: HAVE_CUDA...
Checking C:\Users\user\AppData\Local\Temp\tmp85xul34c.cpp: HAVE_DNN_NGRAPH...
Checking C:\Users\user\AppData\Local\Temp\tmp85xul34c.cpp: HAVE_VULKAN...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25979,opencv,57,838,2,146,4,96.85888888888888,1,True,5,2,True,1607,143.7,,330.8594444444444,1,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpt2_j8fot.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpt2_j8fot.cpp: _DEBUG...

Checking C:\Users\user\AppData\Local\Temp\tmpfxthw4wz.cpp ...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",great
25968,opencv,26,1022,2,110,29,518.4466666666667,3,True,5,1,True,18,67.4,,966.2325,2,-0.5636363636363637,"Checking C:\Users\user\AppData\Local\Temp\tmp7rafomht.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp7rafomht.cpp: CV_NEON;CV_SIMD128...
Checking C:\Users\user\AppData\Local\Temp\tmp7rafomht.cpp: CV_SIMD128...

Checking C:\Users\user\AppData\Local\Temp\tmpvl7g3zbf.cpp ...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25959,opencv,46,837,1,6,5,290.46,2,False,1,1,True,1,132.26666666666668,,287.5111111111111,1,0.0,"Run started:2024-08-24 00:38:34.256159

Test results:
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpqen4mo2m.py:102:8
101	            sys.exit(""Can't read first frame"")
102	        assert image is not None
103	

--------------------------------------------------

Code scanned:
	Total lines of code: 121
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 1
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 1
Files skipped (0):
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",good
25955,opencv,49,734,2,20,0,12.02138888888889,1,True,0,1,True,49,98.46666666666667,,12.017222222222221,1,0,"Checking C:\Users\user\AppData\Local\Temp\tmpb9greudl.cpp ...

Checking C:\Users\user\AppData\Local\Temp\tmpr2hzmraw.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpr2hzmraw.cpp: CV__LEGACY_PERSISTENCE...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25952,opencv,45,717,1,39,0,3.386388888888889,1,False,0,1,True,15,133.9,,1.9827777777777778,1,0,,"N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",best
25944,opencv,53,570,1,1,1,23.223333333333333,1,True,0,1,True,82,162.1,,22.89,1,0,"Checking C:\Users\user\AppData\Local\Temp\tmps0lp8biq.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmps0lp8biq.cpp: HAVE_CUDA...
Checking C:\Users\user\AppData\Local\Temp\tmps0lp8biq.cpp: HAVE_OPENGL...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",medium
25942,opencv,35,807,1,1,0,3.5233333333333334,1,False,0,1,True,1607,143.4,,2.3422222222222224,1,0,"Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: HAVE_IPP...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: HAVE_OPENCL...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: OPENCV_HAVE_FILESYSTEM_SUPPORT...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: OPENCV_INSTALL_PREFIX;OPENCV_TEST_DATA_INSTALL_PATH...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: OPENCV_TEST_DATA_INSTALL_PATH...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: WINCE;_WIN32...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: WINCE;_WIN32;WINRT...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: WINRT...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: _DEBUG...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: _MSC_VER...
Checking C:\Users\user\AppData\Local\Temp\tmphz1nxvd6.cpp: _MSC_VER;_WIN32...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25940,opencv,54,732,1,15,0,130.55055555555555,1,False,1,1,True,49,98.33333333333333,,128.93333333333334,1,-0.15555555555555556,"Run started:2024-08-24 00:39:50.161360

Test results:
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpsnlxrdni.py:607:12
606	        for arg_decl in decl[3]:
607	            assert len(arg_decl) == 4, \
608	                'ArgInfo contract is violated. Arg declaration should contain:' \
609	                '""arg_type"", ""name"", ""default_value"", ""modifiers"". '\
610	                'Got tuple: {}'.format(arg_decl)
611	

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpsnlxrdni.py:672:8
671	        argument_names = tuple(arg.name for arg in arguments)
672	        assert len(set(argument_names)) == len(argument_names), \
673	            ""Duplicate arguments with names '{}' in function '{}'. ""\
674	            ""Please, check named arguments used in function interface"".format(
675	                argument_names, self.name
676	            )
677	

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpsnlxrdni.py:683:12
682	                continue
683	            assert a.tp not in forbidden_arg_types, \
684	                'Forbidden type ""{}"" for argument ""{}"" in ""{}"" (""{}"")'.format(
685	                    a.tp, a.name, self.name, self.classname
686	                )
687	

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpsnlxrdni.py:721:12
720	        elif self.isconstructor:
721	            assert outlist == []
722	            outlist = [(""self"", -1)]

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpsnlxrdni.py:893:20
892	                        defval = ""0""
893	                    assert defval
894	                    if not code_args.endswith(""(""):

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpsnlxrdni.py:919:24
918	                        arg_type_info = ArgTypeInfo(cname_of_value, FormatStrings.object, defval0, True)
919	                        assert not (a.is_smart_ptr and tp_classinfo.issimple), ""Can't pass 'simple' type as Ptr<>""
920	                        if not a.is_smart_ptr and not tp_classinfo.issimple:

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpsnlxrdni.py:921:28
920	                        if not a.is_smart_ptr and not tp_classinfo.issimple:
921	                            assert amp == ''
922	                            amp = '*'

--------------------------------------------------

Code scanned:
	Total lines of code: 1152
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 7
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 7
Files skipped (0):
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25938,opencv,46,873,2,33,19,116.81166666666667,3,True,2,1,True,82,161.96666666666667,,99.02916666666667,1,0.5681818181818181,"Checking C:\Users\user\AppData\Local\Temp\tmpb1_jjibc.cpp ...

Checking C:\Users\user\AppData\Local\Temp\tmpw83z6aaa.cpp ...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",medium
25927,opencv,63,821,1,1,0,15.355,1,False,1,1,True,2,129.53333333333333,,6.6225,1,0.0,"Run started:2024-08-24 00:40:33.852401

Test results:
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpgpyosrs3.py:1302:16
1301	                target = consts_map[v]
1302	                assert target.value != v
1303	                return const_value(target.value)

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpgpyosrs3.py:1619:34
1618	
1619	    ROOT_DIR = config['rootdir']; assert os.path.exists(ROOT_DIR)
1620	    if 'objc_build_dir' in config:

--------------------------------------------------
>> Issue: [B101:assert_used] Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
   Severity: Low   Confidence: High
   CWE: CWE-703 (https://cwe.mitre.org/data/definitions/703.html)
   More Info: https://bandit.readthedocs.io/en/1.7.9/plugins/b101_assert_used.html
   Location: C:\Users\user\AppData\Local\Temp\tmpgpyosrs3.py:1622:8
1621	        objc_build_dir = config['objc_build_dir']
1622	        assert os.path.exists(objc_build_dir), objc_build_dir
1623	    else:

--------------------------------------------------

Code scanned:
	Total lines of code: 1464
	Total lines skipped (#nosec): 0
	Total potential issues skipped due to specifically being disabled (e.g., #nosec BXXX): 0

Run metrics:
	Total issues (by severity):
		Undefined: 0
		Low: 3
		Medium: 0
		High: 0
	Total issues (by confidence):
		Undefined: 0
		Low: 0
		Medium: 0
		High: 3
Files skipped (0):
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25917,opencv,33,1042,2,13,1,31.080555555555556,3,True,5,3,True,22,69.2,,6.75611111111111,2,0.24791666666666667,"Checking C:\Users\user\AppData\Local\Temp\tmpm3v6m_7_.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpm3v6m_7_.cpp: HAVE_PROTOBUF...
Checking C:\Users\user\AppData\Local\Temp\tmpm3v6m_7_.cpp: HAVE_PROTOBUF;_MSC_VER...
Checking C:\Users\user\AppData\Local\Temp\tmpm3v6m_7_.cpp: HAVE_PROTOBUF;__GNUC__...

Checking C:\Users\user\AppData\Local\Temp\tmp1wnfv2iv.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmp1wnfv2iv.cpp: HAVE_OPENCL;OPENCV_32BIT_CONFIGURATION...
Checking C:\Users\user\AppData\Local\Temp\tmp1wnfv2iv.cpp: HAVE_OPENCL;OPENCV_32BIT_CONFIGURATION;_WIN32...
Checking C:\Users\user\AppData\Local\Temp\tmp1wnfv2iv.cpp: INF_ENGINE_RELEASE...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25913,opencv,58,778,1,3,3,16.269166666666667,1,False,0,1,True,1607,143.16666666666666,,11.994444444444444,1,0,"Checking C:\Users\user\AppData\Local\Temp\tmpns2escg5.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpns2escg5.cpp: CV_DETECTORS_CHESSBOARD_DEBUG...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25908,opencv,55,976,1,1,1,,1,False,5,3,False,0,5.966666666666667,,59.80861111111111,0,0.0,"Checking C:\Users\user\AppData\Local\Temp\tmpp7b1u8j6.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpp7b1u8j6.cpp: CV_DETECTORS_CHESSBOARD_DEBUG...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",not bad
25906,opencv,56,779,2,24,24,,2,False,4,0,False,5,127.53333333333333,,0,0,-0.5942307692307692,"Checking C:\Users\user\AppData\Local\Temp\tmp3e0m8p1_.cpp ...

Checking C:\Users\user\AppData\Local\Temp\tmpkil1hzqj.cpp ...
Checking C:\Users\user\AppData\Local\Temp\tmpkil1hzqj.cpp: GENERATE_TEST_DATA...
","N
o
 
m
a
j
o
r
 
c
o
d
e
 
q
u
a
l
i
t
y
 
i
s
s
u
e
s
 
f
o
u
n
d
.",good
